dt,roc_auc_score,accuracy,precision,recall,f1_score,hit_ratio_k,ndcg_k,model
2023-07-01,0.5642928073199718,0.9887240025614611,0.01020408163265306,0.13760932944606413,0.017878549200643256,0.1836734693877551,0.03369118440523448,knn
2023-07-02,0.532958851468813,0.9886311959981811,0.0037500000000000007,0.075,0.007142857142857143,0.075,0.017038347517831294,knn
2023-07-03,0.5297424354248772,0.9888294212987253,0.008974358974358975,0.06851851851851852,0.014134983790156205,0.1794871794871795,0.019310923530916357,knn
2023-07-04,0.5246409930806287,0.9886853331600944,0.0071428571428571435,0.058333333333333334,0.011111111111111112,0.14285714285714285,0.01593528456488009,knn
2023-07-05,0.5142902179111891,0.9886311959981808,0.007317073170731709,0.037630662020905925,0.010633630145825267,0.12195121951219512,0.0119420442284397,knn
2023-07-06,0.5040062247194619,0.9879183412607696,0.006756756756756757,0.017074217074217073,0.009610671679637197,0.10810810810810811,0.007783372638715398,knn
2023-07-07,0.5015529441849707,0.9886817240159668,0.005555555555555556,0.012171387073347856,0.007457218491701252,0.1111111111111111,0.006123087581574651,knn
2023-07-08,0.4971849016478285,0.9887322520337527,0.001388888888888889,0.003472222222222222,0.0019841269841269845,0.027777777777777776,0.0015961946932795744,knn
2023-07-09,0.5012832984367276,0.9885770588362677,0.004761904761904762,0.011640211640211642,0.006702875668392909,0.047619047619047616,0.005369974789782365,knn
2023-07-10,0.5068390812980755,0.9891929486665068,0.0024509803921568627,0.022766884531590415,0.0038732734473099586,0.049019607843137254,0.00599166935196729,knn
2023-07-11,0.5060129034736908,0.9891704021308393,0.002857142857142857,0.021111111111111112,0.0045875241343221644,0.05714285714285714,0.0060909923416901,knn
2023-07-12,0.5101191302924313,0.9895322789820287,0.0027777777777777783,0.029320987654320986,0.004917184265010353,0.05555555555555555,0.007823583330944676,knn
2023-07-13,0.49941505383119733,0.9888838360871103,0.0007936507936507937,0.007936507936507936,0.001443001443001443,0.015873015873015872,0.002211008455009646,knn
2023-07-14,0.513562240460698,0.9897523952893948,0.0025862068965517245,0.03620689655172414,0.004433497536945812,0.034482758620689655,0.008695791962221287,knn
2023-07-15,0.5000970465258013,0.9880854934060934,0.004285714285714286,0.00927643784786642,0.005803038061102577,0.08571428571428572,0.004641309898903153,knn
2023-07-16,0.5175722474955001,0.9884796119448234,0.00392156862745098,0.04422657952069717,0.006335446459285469,0.0784313725490196,0.011400110974466264,knn
2023-07-17,0.49544097759771355,0.9883843305398556,0.0,0.0,0.0,0.0,0.0,knn
2023-07-18,0.49875147963521804,0.9879206457480673,0.003125,0.006597222222222222,0.004238505747126437,0.03125,0.0032311615639348296,knn
2023-07-19,0.5018834401253977,0.9885783178400329,0.003488372093023256,0.01285189718482252,0.005068574836016697,0.06976744186046512,0.005287709119872113,knn
2023-07-20,0.4976113784892629,0.9881902242065953,0.0015151515151515152,0.004329004329004329,0.002244668911335578,0.030303030303030304,0.0018922983776245566,knn
2023-07-21,0.4954360583397013,0.9873102492474934,0.0,0.0,0.0,0.0,0.0,knn
2023-07-22,0.5014719476311932,0.9885451618057348,0.005405405405405406,0.012012012012012012,0.00745573159366263,0.0,0.005772667031990761,knn
2023-07-23,0.49544524719108624,0.9893198206977197,0.0,0.0,0.0,0.0,0.0,knn
2023-07-24,0.497978536424446,0.988848236801852,0.002272727272727273,0.00505050505050505,0.003134796238244515,0.045454545454545456,0.0024271440929961156,knn
2023-07-25,0.5113480658016349,0.9888477446458346,0.0071428571428571435,0.03174603174603175,0.011594202898550727,0.047619047619047616,0.011710914674620704,knn
2023-07-26,0.5044669424066659,0.9870570539056212,0.01282051282051282,0.017948717948717947,0.013675213675213679,0.2564102564102564,0.013812455027621807,knn
