dt,roc_auc_score,accuracy,precision,recall,f1_score,hit_ratio_k,ndcg_k,model
2023-07-27,0.5093649727896825,0.9879035925420644,0.008333333333333333,0.027777777777777776,0.01282051282051282,0.16666666666666666,0.011457433513171708,knn
2023-07-28,0.49952550087728137,0.9879882705304918,0.003448275862068966,0.008141762452107279,0.004841175471377613,0.034482758620689655,0.003822764793240663,knn
2023-07-29,0.5070218577374561,0.9877476775157539,0.004285714285714286,0.02312925170068027,0.007085346215781,0.08571428571428572,0.007876154864008576,knn
2023-07-30,0.5037904584295265,0.9894724874943156,0.0025,0.016666666666666666,0.004347826086956523,0.05,0.0053304893444672445,knn
2023-08-14,0.499436207651138,0.987068502211749,0.0036363636363636364,0.007969924812030075,0.004838124838124839,0.07272727272727272,0.004088939871331286,knn
2023-08-15,0.4974323822264314,0.9882251672838304,0.0017857142857142859,0.003968253968253968,0.0024630541871921187,0.03571428571428571,0.001907041787354091,knn
2023-08-16,0.4983258950691959,0.989180034812062,0.001724137931034483,0.005747126436781609,0.002652519893899204,0.034482758620689655,0.0023705034854838015,knn
2023-08-17,0.5107098059802554,0.9869758981355161,0.018000000000000002,0.03038888888888889,0.022183908045977016,0.08,0.018271773603673165,knn
2023-08-18,0.49544000079020284,0.9881764438381082,0.0,0.0,0.0,0.0,0.0,knn
2023-08-19,0.4954401595002638,0.9882067606487799,0.0,0.0,0.0,0.0,0.0,knn
2023-08-20,0.49543556756209534,0.9872019749236666,0.0,0.0,0.0,0.0,0.0,knn
2023-08-21,0.4954405539017673,0.9882925507725947,0.0,0.0,0.0,0.0,0.0,knn
2023-08-22,0.4989942445658689,0.9878841031637757,0.0035714285714285718,0.007079081632653062,0.004706882753101241,0.017857142857142856,0.0037046965885368694,knn
2023-08-23,0.5006856835974843,0.9887864772235715,0.0036585365853658543,0.010452961672473867,0.005420054200542006,0.07317073170731707,0.004569208277678808,knn
2023-08-24,0.4954428238549551,0.988788292198933,0.0,0.0,0.0,0.0,0.0,knn
2023-08-25,0.49722966762382864,0.9872831806665369,0.0017857142857142859,0.0035714285714285718,0.0023809523809523807,0.0,0.0017857142857142859,knn
2023-08-26,0.504297417676023,0.9882522358647869,0.004166666666666667,0.017676767676767676,0.006311360448807854,0.08333333333333333,0.006525407787056038,knn
2023-08-27,0.4954423363686207,0.9886817240159671,0.0,0.0,0.0,0.0,0.0,knn
2023-08-28,0.5051569509693915,0.9872929253556811,0.008571428571428572,0.019365079365079366,0.011787293166603513,0.14285714285714285,0.009204050603569852,knn
2023-08-29,0.49543867122236473,0.9878808549340607,0.0,0.0,0.0,0.0,0.0,knn
2023-08-30,0.4954422965690731,0.9886725371036421,0.0,0.0,0.0,0.0,0.0,knn
2023-08-31,0.5082090684343387,0.9890993232217854,0.004411764705882354,0.025490196078431372,0.007468030690537086,0.08823529411764706,0.008537332343165727,knn
2023-09-01,0.501219165213944,0.9880828183933874,0.004411764705882354,0.011519607843137256,0.006324068088773971,0.058823529411764705,0.00518257676579691,knn
2023-09-02,0.5090878277255909,0.9881114792438123,0.009523809523809525,0.027210884353741496,0.014109347442680779,0.0,0.011894446945068641,knn
2023-09-03,0.5005575686152549,0.9880681695142813,0.0035714285714285718,0.01020408163265306,0.0052910052910052924,0.0,0.004460417604400741,knn
2023-09-04,0.49544048514703587,0.9882774998736799,0.0,0.0,0.0,0.0,0.0,knn
2023-09-05,0.49805454451146985,0.9884119404924316,0.0035714285714285718,0.005194805194805195,0.004213298222514812,0.017857142857142856,0.0035714285714285718,knn
2023-09-06,0.5003188384230323,0.9887827800515384,0.0033333333333333335,0.00972222222222222,0.004945054945054945,0.0,0.0042069203345698305,knn
