dt,roc_auc_score,accuracy,precision,recall,f1_score,hit_ratio_k,ndcg_k,model
2023-07-01,0.5687831609360163,0.9887498269964605,0.010869565217391304,0.14658385093167703,0.019044541539815642,0.1956521739130435,0.035888435562097594,svd
2023-07-02,0.532958851468813,0.9886311959981811,0.0037500000000000007,0.075,0.007142857142857143,0.075,0.017038347517831294,svd
2023-07-03,0.5326002193005515,0.9887196200293062,0.009722222222222222,0.07422839506172839,0.015312899106002555,0.19444444444444445,0.020920167158492722,svd
2023-07-04,0.5268864225896658,0.9885495738156038,0.007692307692307694,0.06282051282051282,0.011965811965811967,0.15384615384615385,0.017161075685255482,svd
2023-07-05,0.5188589550683399,0.9885209530502845,0.009090909090909092,0.046753246753246755,0.013211479878146543,0.15151515151515152,0.01483708525351599,svd
2023-07-06,0.5050449984146265,0.9879835186792895,0.007575757575757576,0.019143819143819144,0.01077560158019928,0.12121212121212122,0.008726811746438476,svd
2023-07-07,0.5009219426795632,0.9886084583901773,0.005,0.010915032679738562,0.006665232872129423,0.1,0.00555354427812362,svd
2023-07-08,0.4975332536296225,0.9887069880248595,0.0016666666666666668,0.004166666666666667,0.002380952380952381,0.03333333333333333,0.0019154336319354892,svd
2023-07-09,0.5018976692611313,0.9884636557286802,0.005263157894736842,0.012865497076023392,0.007408441528223742,0.05263157894736842,0.005935235293969982,svd
2023-07-10,0.5081614989326929,0.9889761803954782,0.0022988505747126436,0.025415070242656452,0.00374837211935904,0.04597701149425287,0.006410955216721254,svd
2023-07-11,0.5069994346265034,0.9882403933606185,0.003125,0.02309027777777778,0.005017604521914867,0.0625,0.006662022873723547,svd
2023-07-12,0.5109825680675244,0.9896031172814738,0.0029411764705882357,0.031045751633986925,0.005206430398246256,0.058823529411764705,0.008283794115117893,svd
2023-07-13,0.4996843007153326,0.9888778412375425,0.0008474576271186442,0.00847457627118644,0.0015408320493066256,0.01694915254237288,0.002360907333315384,svd
